project_id	size	size_source	size_simpl	size_simpl_source
mm.domus.SE580	unknown	unknown	unknown_sz	unknown
mm.domus.SE581	large	aim_size_designation	large	aim_size_designation
mm.domus.SE582	small	visitbritain	small	visitbritain
mm.domus.SE583	huge	visitbritain	huge	visitbritain
mm.domus.SE584	unknown	unknown	unknown_sz	unknown
mm.domus.SE585	medium	ma(fam)	medium	ma(fam)
mm.domus.SE586	medium	visitbritain	medium	visitbritain
mm.domus.SE587	very_small	ma(fam)	small	ma(fam)
mm.domus.SE588	small	ma(fam)	small	ma(fam)
mm.domus.SE589	small	aim_size_designation	small	aim_size_designation
mm.domus.SE590	small	ma(fam)	small	ma(fam)
mm.domus.SE591	small	visitbritain	small	visitbritain
mm.domus.SE592	small	ace_size_designation	small	ace_size_designation
mm.domus.SE593	medium	visitbritain	medium	visitbritain
mm.domus.SE595	small	aim_size_designation	small	aim_size_designation
mm.domus.SE596	small	mm	small	mm
mm.domus.SE597	small	ma(fam)	small	ma(fam)
mm.domus.SE598	unknown	unknown	unknown_sz	unknown
mm.domus.SE599	small	ma(fam)	small	ma(fam)
mm.domus.SE600	large	ma(fam)	large	ma(fam)
mm.domus.SE601	medium	visitbritain	medium	visitbritain
mm.domus.SE602	medium	ace_size_designation	medium	ace_size_designation
mm.domus.SE603	small	ma(fam)	small	ma(fam)
mm.domus.SE604	small	visitbritain	small	visitbritain
mm.domus.SE605	small	aim_size_designation	small	aim_size_designation
mm.domus.SE606	large	visitbritain	large	visitbritain
mm.domus.SW001	small	domus	small	domus
mm.domus.SW002	very_small	domus	small	domus
mm.domus.SW003	small	domus	small	domus
mm.domus.SW004	very_small	domus	small	domus
mm.domus.SW005	small	domus	small	domus
mm.domus.SW006	small	domus	small	domus
mm.domus.SW007	very_large	domus	large	domus
mm.domus.SW008	very_large	domus	large	domus
mm.domus.SW009	large	domus	large	domus
mm.domus.SW010	small	ma(fam)	small	ma(fam)
mm.domus.SW011	small	domus	small	domus
mm.domus.SW012	medium	domus	medium	domus
mm.domus.SW013	small	domus	small	domus
mm.domus.SW014	small	domus	small	domus
mm.domus.SW016	unknown	unknown	unknown_sz	unknown
mm.domus.SW017	small	domus	small	domus
mm.domus.SW018	medium	domus	medium	domus
mm.domus.SW019	very_large	domus	large	domus
mm.domus.SW020	very_small	domus	small	domus
mm.domus.SW021	large	domus	large	domus
mm.domus.SW022	small	domus	small	domus
mm.domus.SW023	small	domus	small	domus
mm.domus.SW024	very_large	domus	large	domus
mm.domus.SW025	very_small	visitbritain	small	visitbritain
mm.domus.SW026	very_small	domus	small	domus
mm.domus.SW027	very_small	visitbritain	small	visitbritain
mm.domus.SW028	small	domus	small	domus
mm.domus.SW029	large	domus	large	domus
mm.domus.SW030	small	domus	small	domus
mm.domus.SW031	medium	domus	medium	domus
mm.domus.SW032	small	domus	small	domus
mm.domus.SW033	tiny	domus	small	domus
mm.domus.SW034	tiny	domus	small	domus
mm.domus.SW035	very_small	domus	small	domus
mm.domus.SW036	medium	domus	medium	domus
mm.domus.SW037	medium	domus	medium	domus
mm.domus.SW038	very_small	domus	small	domus
mm.domus.SW039	small	domus	small	domus
mm.domus.SW041	small	domus	small	domus
mm.domus.SW042	medium	domus	medium	domus
mm.domus.SW043	small	domus	small	domus
mm.domus.SW044	very_small	domus	small	domus
mm.domus.SW045	very_small	domus	small	domus
mm.domus.SW046	very_small	domus	small	domus
mm.domus.SW047	small	visitbritain	small	visitbritain
mm.domus.SW048	small	domus	small	domus
mm.domus.SW049	very_large	domus	large	domus
mm.domus.SW050	large	domus	large	domus
mm.domus.SW052	large	domus	large	domus
mm.domus.SW053	very_small	domus	small	domus
mm.domus.SW054	medium	domus	medium	domus
mm.domus.SW055	small	domus	small	domus
mm.domus.SW056	very_small	domus	small	domus
mm.domus.SW057	very_small	domus	small	domus
mm.domus.SW058	small	domus	small	domus
mm.domus.SW059	small	domus	small	domus
mm.domus.SW060	tiny	domus	small	domus
mm.domus.SW061	very_small	domus	small	domus
mm.domus.SW063	small	domus	small	domus
mm.domus.SW064	very_large	domus	large	domus
mm.domus.SW065	medium	domus	medium	domus
mm.domus.SW066	medium	domus	medium	domus
mm.domus.SW067	small	domus	small	domus
mm.domus.SW068	large	domus	large	domus
mm.domus.SW069	medium	domus	medium	domus
mm.domus.SW070	medium	domus	medium	domus
mm.domus.SW071	small	domus	small	domus
mm.domus.SW072	tiny	domus	small	domus
mm.domus.SW073	unknown	unknown	unknown_sz	unknown
mm.domus.SW074	medium	domus	medium	domus
mm.domus.SW075	medium	domus	medium	domus
mm.domus.SW076	very_small	domus	small	domus
mm.domus.SW077	small	domus	small	domus
mm.domus.SW078	unknown	unknown	unknown_sz	unknown
mm.domus.SW079	medium	visitbritain	medium	visitbritain
mm.domus.SW080	small	domus	small	domus
mm.domus.SW081	small	domus	small	domus
mm.domus.SW082	medium	domus	medium	domus
mm.domus.SW083	small	domus	small	domus
mm.domus.SW084	medium	domus	medium	domus
mm.domus.SW085	very_small	domus	small	domus
mm.domus.SW086	small	domus	small	domus
mm.domus.SW087	tiny	domus	small	domus
mm.domus.SW088	very_large	domus	large	domus
mm.domus.SW091	small	domus	small	domus
mm.domus.SW092	small	domus	small	domus
mm.domus.SW093	small	domus	small	domus
mm.domus.SW094	very_small	domus	small	domus
mm.domus.SW095	small	domus	small	domus
mm.domus.SW096	small	domus	small	domus
mm.domus.SW097	small	domus	small	domus
mm.domus.SW098	tiny	domus	small	domus
mm.domus.SW099	very_small	domus	small	domus
mm.domus.SW100	very_large	visitbritain	large	visitbritain
mm.domus.SW101	small	ma(fam)	small	ma(fam)
mm.domus.SW102	small	visitbritain	small	visitbritain
mm.domus.SW103	small	mm	small	mm
mm.domus.SW104	small	aim_size_designation	small	aim_size_designation
mm.domus.SW105	medium	ma(fam)	medium	ma(fam)
mm.domus.SW106	very_small	visitbritain	small	visitbritain
mm.domus.SW107	medium	visitbritain	medium	visitbritain
mm.domus.SW108	unknown	unknown	unknown_sz	unknown
mm.domus.SW109	unknown	unknown	unknown_sz	unknown
mm.domus.SW110	large	domus	large	domus
mm.domus.SW111	small	domus	small	domus
mm.domus.SW112	small	domus	small	domus
mm.domus.SW113	small	domus	small	domus
mm.domus.SW114	very_small	domus	small	domus
mm.domus.SW115	small	domus	small	domus
mm.domus.SW116	very_small	domus	small	domus
mm.domus.SW117	small	domus	small	domus
mm.domus.SW118	very_large	visitbritain	large	visitbritain
mm.domus.SW119	very_small	domus	small	domus
mm.domus.SW120	medium	domus	medium	domus
mm.domus.SW121	large	domus	large	domus
mm.domus.SW122	medium	domus	medium	domus
mm.domus.SW123	medium	domus	medium	domus
mm.domus.SW124	small	domus	small	domus
mm.domus.SW125	very_small	domus	small	domus
mm.domus.SW126	small	domus	small	domus
mm.domus.SW127	very_large	domus	large	domus
mm.domus.SW128	medium	domus	medium	domus
mm.domus.SW129	very_small	domus	small	domus
mm.domus.SW130	small	domus	small	domus
mm.domus.SW131	very_large	domus	large	domus
mm.domus.SW132	medium	domus	medium	domus
mm.domus.SW133	large	domus	large	domus
mm.domus.SW134	medium	domus	medium	domus
mm.domus.SW135	very_small	domus	small	domus
mm.domus.SW136	very_small	visitbritain	small	visitbritain
mm.domus.SW137	small	domus	small	domus
mm.domus.SW138	small	domus	small	domus
mm.domus.SW139	medium	domus	medium	domus
mm.domus.SW140	small	domus	small	domus
mm.domus.SW141	small	domus	small	domus
mm.domus.SW142	small	domus	small	domus
mm.domus.SW143	tiny	domus	small	domus
mm.domus.SW144	unknown	unknown	unknown_sz	unknown
mm.domus.SW145	small	domus	small	domus
mm.domus.SW146	medium	domus	medium	domus
mm.domus.SW147	unknown	unknown	unknown_sz	unknown
mm.domus.SW148	very_small	domus	small	domus
mm.domus.SW150	small	domus	small	domus
mm.domus.SW151	very_small	domus	small	domus
mm.domus.SW152	very_small	domus	small	domus
mm.domus.SW153	tiny	domus	small	domus
mm.domus.SW154	tiny	domus	small	domus
mm.domus.SW155	medium	domus	medium	domus
mm.domus.SW156	small	domus	small	domus
mm.domus.SW157	very_small	domus	small	domus
mm.domus.SW158	small	domus	small	domus
mm.domus.SW159	very_small	domus	small	domus
mm.domus.SW160	medium	visitbritain	medium	visitbritain
mm.domus.SW161	very_small	domus	small	domus
mm.domus.SW162	small	domus	small	domus
mm.domus.SW163	very_small	domus	small	domus
mm.domus.SW164	very_small	domus	small	domus
mm.domus.SW165	very_small	domus	small	domus
mm.domus.SW166	small	domus	small	domus
mm.domus.SW167	very_small	visitbritain	small	visitbritain
mm.domus.SW168	very_small	domus	small	domus
mm.domus.SW169	small	domus	small	domus
mm.domus.SW170	very_large	domus	large	domus
mm.domus.SW171	small	domus	small	domus
mm.domus.SW172	small	domus	small	domus
mm.domus.SW173	very_small	domus	small	domus
mm.domus.SW174	unknown	unknown	unknown_sz	unknown
mm.domus.SW175	small	domus	small	domus
mm.domus.SW176	small	domus	small	domus
mm.domus.SW177	small	visitbritain	small	visitbritain
mm.domus.SW178	large	domus	large	domus
mm.domus.SW179	very_large	visitbritain	large	visitbritain
mm.domus.SW181	very_small	domus	small	domus
mm.domus.SW182	large	domus	large	domus
mm.domus.SW183	unknown	unknown	unknown_sz	unknown
mm.domus.SW184	very_small	visitbritain	small	visitbritain
mm.domus.SW185	very_small	domus	small	domus
mm.domus.SW186	small	domus	small	domus
mm.domus.SW187	small	domus	small	domus
mm.domus.SW188	very_small	visitbritain	small	visitbritain
mm.domus.SW189	medium	domus	medium	domus
mm.domus.SW190	very_small	domus	small	domus
mm.domus.SW191	small	domus	small	domus
mm.domus.SW192	medium	domus	medium	domus
mm.domus.SW193	medium	domus	medium	domus
mm.domus.SW195	medium	domus	medium	domus
mm.domus.SW196	very_small	domus	small	domus
mm.domus.SW197	very_small	domus	small	domus
mm.domus.SW198	medium	visitbritain	medium	visitbritain
mm.domus.SW199	very_large	visitbritain	large	visitbritain
mm.domus.SW200	medium	domus	medium	domus
mm.domus.SW201	very_large	visitbritain	large	visitbritain
mm.domus.SW202	medium	visitbritain	medium	visitbritain
mm.domus.SW203	very_large	domus	large	domus
mm.domus.SW204	large	domus	large	domus
mm.domus.SW205	very_small	domus	small	domus
mm.domus.SW206	small	domus	small	domus
mm.domus.SW207	small	domus	small	domus
mm.domus.SW208	small	domus	small	domus
mm.domus.SW209	small	visitbritain	small	visitbritain
mm.domus.SW210	very_large	visitbritain	large	visitbritain
mm.domus.SW211	very_large	visitbritain	large	visitbritain
mm.domus.SW212	small	visitbritain	small	visitbritain
mm.domus.SW213	small	domus	small	domus
mm.domus.SW214	very_large	visitbritain	large	visitbritain
mm.domus.SW215	very_large	domus	large	domus
mm.domus.SW216	very_small	domus	small	domus
mm.domus.SW217	medium	visitbritain	medium	visitbritain
mm.domus.SW218	medium	domus	medium	domus
mm.domus.SW219	very_large	visitbritain	large	visitbritain
mm.domus.SW220	very_small	domus	small	domus
mm.domus.SW221	very_large	domus	large	domus
mm.domus.SW222	medium	domus	medium	domus
mm.domus.SW223	very_small	domus	small	domus
mm.domus.SW224	large	visitbritain	large	visitbritain
mm.domus.SW225	small	domus	small	domus
mm.domus.SW226	large	ace_size_designation	large	ace_size_designation
mm.domus.SW227	medium	visitbritain	medium	visitbritain
mm.domus.SW228	small	aim_size_designation	small	aim_size_designation
mm.domus.SW229	small	ace_size_designation	small	ace_size_designation
mm.domus.SW230	large	visitbritain	large	visitbritain
mm.domus.SW231	large	visitbritain	large	visitbritain
mm.domus.SW234	large	visitbritain	large	visitbritain
mm.domus.SW235	very_large	visitbritain	large	visitbritain
mm.domus.SW236	very_large	national_trust_annual_report_	large	national_trust_annual_report_
mm.domus.SW237	very_large	visitbritain	large	visitbritain
mm.domus.SW238	very_large	national_trust_annual_report_	large	national_trust_annual_report_
mm.domus.SW239	unknown	unknown	unknown_sz	unknown
mm.domus.SW240	medium	visitbritain	medium	visitbritain
mm.domus.SW241	large	visitbritain	large	visitbritain
mm.domus.SW242	large	national_trust_annual_report_	large	national_trust_annual_report_
mm.domus.SW243	unknown	unknown	unknown_sz	unknown
mm.domus.SW244	medium	ace_size_designation	medium	ace_size_designation
mm.domus.SW245	medium	ace_size_designation	medium	ace_size_designation
mm.domus.SW246	very_small	ma(fam)	small	ma(fam)
mm.domus.WA002	medium	domus	medium	domus
mm.domus.WA003	small	domus	small	domus
mm.domus.WA004	small	domus	small	domus
mm.domus.WA005	medium	domus	medium	domus
mm.domus.WA006	small	domus	small	domus
mm.domus.WA007	medium	domus	medium	domus
mm.domus.WA009	small	domus	small	domus
mm.domus.WA010	unknown	unknown	unknown_sz	unknown
mm.domus.WA011	tiny	domus	small	domus
mm.domus.WA012	large	domus	large	domus
mm.domus.WA013	medium	domus	medium	domus
mm.domus.WA014	small	domus	small	domus
mm.domus.WA015	small	domus	small	domus
mm.domus.WA016	very_large	domus	large	domus
mm.domus.WA017	very_small	domus	small	domus
mm.domus.WA018	medium	domus	medium	domus
mm.domus.WA019	small	domus	small	domus
mm.domus.WA020	small	domus	small	domus
mm.domus.WA021	very_small	domus	small	domus
mm.domus.WA022	small	domus	small	domus
mm.domus.WA024	small	domus	small	domus
mm.domus.WA025	tiny	domus	small	domus
mm.domus.WA026	very_large	domus	large	domus
mm.domus.WA027	small	domus	small	domus
mm.domus.WA028	small	domus	small	domus
mm.domus.WA029	tiny	domus	small	domus
mm.domus.WA030	small	domus	small	domus
mm.domus.WA031	medium	domus	medium	domus
mm.domus.WA033	large	domus	large	domus
mm.domus.WA034	medium	domus	medium	domus
mm.domus.WA035	very_large	domus	large	domus
mm.domus.WA037	very_small	domus	small	domus
mm.domus.WA038	tiny	domus	small	domus
mm.domus.WA039	very_small	domus	small	domus
mm.domus.WA040	very_small	domus	small	domus
mm.domus.WA041	very_small	domus	small	domus
mm.domus.WA042	small	domus	small	domus
mm.domus.WA044	very_small	domus	small	domus
mm.domus.WA045	very_small	domus	small	domus
mm.domus.WA046	very_small	domus	small	domus
mm.domus.WA047	small	domus	small	domus
mm.domus.WA048	very_small	domus	small	domus
mm.domus.WA049	small	domus	small	domus
mm.domus.WA050	small	domus	small	domus
mm.domus.WA051	small	domus	small	domus
mm.domus.WA052	medium	domus	medium	domus
mm.domus.WA053	large	domus	large	domus
mm.domus.WA054	very_small	domus	small	domus
mm.domus.WA055	medium	domus	medium	domus
mm.domus.WA056	medium	domus	medium	domus
mm.domus.WA057	medium	domus	medium	domus
mm.domus.WA059	medium	domus	medium	domus
mm.domus.WA060	small	domus	small	domus
mm.domus.WA061	very_small	domus	small	domus
mm.domus.WA062	medium	domus	medium	domus
mm.domus.WA063	medium	domus	medium	domus
mm.domus.WA064	small	domus	small	domus
mm.domus.WA065	large	domus	large	domus
mm.domus.WA066	very_large	domus	large	domus
mm.domus.WA067	medium	domus	medium	domus
mm.domus.WA069	very_small	domus	small	domus
mm.domus.WA070	medium	domus	medium	domus
mm.domus.WA071	very_small	domus	small	domus
mm.domus.WA072	very_small	domus	small	domus
mm.domus.WA073	tiny	domus	small	domus
mm.domus.WA074	small	domus	small	domus
mm.domus.WA075	large	domus	large	domus
mm.domus.WA076	very_small	domus	small	domus
mm.domus.WA077	large	domus	large	domus
mm.domus.WA078	large	domus	large	domus
mm.domus.WA079	small	domus	small	domus
mm.domus.WA081	very_small	domus	small	domus
mm.domus.WA082	very_large	domus	large	domus
mm.domus.WA083	very_small	domus	small	domus
mm.domus.WA084	small	domus	small	domus
mm.domus.WA085	very_large	domus	large	domus
mm.domus.WA086	large	domus	large	domus
mm.domus.WA087	very_large	domus	large	domus
mm.domus.WA088	very_small	domus	small	domus
mm.domus.WA089	medium	domus	medium	domus
mm.domus.WA090	small	domus	small	domus
mm.domus.WA091	medium	domus	medium	domus
mm.domus.WA092	very_large	domus	large	domus
mm.domus.WA093	large	domus	large	domus
mm.domus.WA094	small	domus	small	domus
mm.domus.WA095	small	domus	small	domus
mm.domus.WA096	small	domus	small	domus
mm.domus.WA097	unknown	unknown	unknown_sz	unknown
mm.domus.WA098	unknown	unknown	unknown_sz	unknown
mm.domus.WA099	tiny	domus	small	domus
mm.domus.WA100	medium	ma(fam)	medium	ma(fam)
mm.domus.WA101	unknown	unknown	unknown_sz	unknown
mm.domus.WA102	unknown	unknown	unknown_sz	unknown
mm.domus.WA103	small	aim_size_designation	small	aim_size_designation
mm.domus.WM001	medium	domus	medium	domus
mm.domus.WM002	very_small	domus	small	domus
mm.domus.WM003	small	domus	small	domus
mm.domus.WM004	small	domus	small	domus
mm.domus.WM005	medium	domus	medium	domus
mm.domus.WM006	small	domus	small	domus
mm.domus.WM007	small	domus	small	domus
mm.domus.WM008	small	domus	small	domus
mm.domus.WM009	tiny	domus	small	domus
mm.domus.WM010	large	visitbritain	large	visitbritain
mm.domus.WM011	medium	domus	medium	domus
mm.domus.WM012	small	domus	small	domus
mm.domus.WM013	very_large	domus	large	domus
mm.domus.WM014	small	domus	small	domus
mm.domus.WM015	medium	domus	medium	domus
mm.domus.WM016	large	domus	large	domus
mm.domus.WM017	medium	domus	medium	domus
mm.domus.WM018	small	domus	small	domus
mm.domus.WM019	unknown	unknown	unknown_sz	unknown
mm.domus.WM020	small	domus	small	domus
mm.domus.WM021	medium	domus	medium	domus
mm.domus.WM022	tiny	domus	small	domus
mm.domus.WM023	small	domus	small	domus
mm.domus.WM024	medium	domus	medium	domus
mm.domus.WM025	small	visitbritain	small	visitbritain
mm.domus.WM027	medium	domus	medium	domus
mm.domus.WM028	medium	domus	medium	domus
mm.domus.WM029	very_large	domus	large	domus
mm.domus.WM030	large	domus	large	domus
mm.domus.WM031	large	domus	large	domus
mm.domus.WM032	large	domus	large	domus
mm.domus.WM033	very_large	domus	large	domus
mm.domus.WM034	medium	domus	medium	domus
mm.domus.WM035	small	domus	small	domus
mm.domus.WM036	small	domus	small	domus
mm.domus.WM037	small	domus	small	domus
mm.domus.WM038	very_large	domus	large	domus
mm.domus.WM039	medium	domus	medium	domus
mm.domus.WM040	small	domus	small	domus
mm.domus.WM041	small	domus	small	domus
mm.domus.WM042	very_large	domus	large	domus
mm.domus.WM043	large	domus	large	domus
mm.domus.WM044	small	domus	small	domus
mm.domus.WM045	small	domus	small	domus
mm.domus.WM046	very_small	domus	small	domus
mm.domus.WM047	medium	domus	medium	domus
mm.domus.WM048	small	domus	small	domus
mm.domus.WM049	medium	domus	medium	domus
mm.domus.WM050	very_small	domus	small	domus
mm.domus.WM051	tiny	domus	small	domus
mm.domus.WM052	medium	domus	medium	domus
mm.domus.WM053	small	domus	small	domus
mm.domus.WM054	medium	domus	medium	domus
mm.domus.WM055	small	domus	small	domus
mm.domus.WM056	medium	domus	medium	domus
mm.domus.WM057	small	domus	small	domus
mm.domus.WM058	large	domus	large	domus
mm.domus.WM059	small	domus	small	domus
mm.domus.WM060	very_large	domus	large	domus
mm.domus.WM061	small	domus	small	domus
mm.domus.WM062	small	domus	small	domus
mm.domus.WM063	very_large	domus	large	domus
mm.domus.WM064	very_large	domus	large	domus
mm.domus.WM065	medium	domus	medium	domus
mm.domus.WM066	small	domus	small	domus
mm.domus.WM067	very_small	domus	small	domus
mm.domus.WM068	small	visitbritain	small	visitbritain
mm.domus.WM070	very_small	domus	small	domus
mm.domus.WM071	very_small	domus	small	domus
mm.domus.WM072	very_small	domus	small	domus
mm.domus.WM073	medium	domus	medium	domus
mm.domus.WM074	small	domus	small	domus
mm.domus.WM075	very_large	domus	large	domus
mm.domus.WM076	small	aim_size_designation	small	aim_size_designation
mm.domus.WM077	small	domus	small	domus
mm.domus.WM078	small	visitbritain	small	visitbritain
mm.domus.WM079	very_small	visitbritain	small	visitbritain
mm.domus.WM080	medium	domus	medium	domus
mm.domus.WM081	very_small	domus	small	domus
mm.domus.WM082	medium	domus	medium	domus
mm.domus.WM085	very_small	domus	small	domus
mm.domus.WM086	large	domus	large	domus
mm.domus.WM087	small	domus	small	domus
mm.domus.WM088	very_large	babbidge_ewles_&_smith._2006.	large	babbidge_ewles_&_smith._2006.
mm.domus.WM089	small	domus	small	domus
mm.domus.WM090	small	domus	small	domus
mm.domus.WM092	small	domus	small	domus
mm.domus.WM093	very_small	domus	small	domus
mm.domus.WM094	medium	domus	medium	domus
mm.domus.WM095	very_small	domus	small	domus
mm.domus.WM097	very_small	domus	small	domus
mm.domus.WM098	medium	domus	medium	domus
mm.domus.WM099	small	visitbritain	small	visitbritain
mm.domus.WM100	large	ma(fam)	large	ma(fam)
mm.domus.WM101	large	ace_size_designation	large	ace_size_designation
mm.domus.WM103	small	ma(fam)_year_stated	small	ma(fam)_year_stated
mm.domus.WM104	small	ma(fam)	small	ma(fam)
mm.domus.WM106	tiny	ma(fam)	small	ma(fam)
mm.domus.WM107	small	visitbritain	small	visitbritain
mm.domus.WM108	large	ace_size_designation	large	ace_size_designation
mm.domus.WM109	unknown	unknown	unknown_sz	unknown
mm.domus.WM110	small	domus	small	domus
mm.domus.WM111	small	domus	small	domus
mm.domus.WM112	small	domus	small	domus
mm.domus.WM113	tiny	domus	small	domus
mm.domus.WM115	medium	domus	medium	domus
mm.domus.WM116	small	domus	small	domus
mm.domus.WM117	small	domus	small	domus
mm.domus.WM118	small	domus	small	domus
mm.domus.WM119	very_small	domus	small	domus
mm.domus.WM120	medium	domus	medium	domus
mm.domus.WM121	very_small	domus	small	domus
mm.domus.WM122	small	domus	small	domus
mm.domus.WM123	medium	domus	medium	domus
mm.domus.WM124	large	domus	large	domus
mm.domus.WM125	medium	domus	medium	domus
mm.domus.WM126	very_large	domus	large	domus
mm.domus.WM127	medium	domus	medium	domus
mm.domus.WM129	medium	domus	medium	domus
mm.domus.WM130	small	domus	small	domus
mm.domus.WM131	medium	visitbritain	medium	visitbritain
mm.domus.WM132	small	visitbritain	small	visitbritain
mm.domus.WM134	very_large	visitbritain	large	visitbritain
mm.domus.WM135	large	ma(fam)	large	ma(fam)
mm.domus.WM136	very_large	visitbritain	large	visitbritain
mm.domus.WM137	medium	visitbritain	medium	visitbritain
mm.domus.WM138	large	visitbritain	large	visitbritain
mm.domus.WM139	small	visitbritain	small	visitbritain
mm.domus.WM140	very_large	visitbritain	large	visitbritain
mm.domus.WM141	small	aim_size_designation	small	aim_size_designation
mm.domus.WM142	medium	ace_size_designation	medium	ace_size_designation
mm.domus.WM143	small	aim_size_designation	small	aim_size_designation
mm.domus.WM144	small	aim_size_designation	small	aim_size_designation
mm.domus.WM145	very_small	ma(fam)	small	ma(fam)
mm.domus.WM146	large	ace_size_designation	large	ace_size_designation
mm.domus.WM147	small	ma(fam)	small	ma(fam)
mm.domus.YH001	unknown	unknown	unknown_sz	unknown
mm.domus.YH002	small	domus	small	domus
mm.domus.YH003	very_large	domus	large	domus
mm.domus.YH004	small	domus	small	domus
mm.domus.YH005	large	domus	large	domus
mm.domus.YH006	medium	domus	medium	domus
mm.domus.YH007	medium	domus	medium	domus
mm.domus.YH008	very_large	domus	large	domus
mm.domus.YH009	large	domus	large	domus
mm.domus.YH010	medium	visitbritain	medium	visitbritain
mm.domus.YH011	medium	domus	medium	domus
mm.domus.YH012	medium	domus	medium	domus
mm.domus.YH013	small	domus	small	domus
mm.domus.YH014	large	domus	large	domus
mm.domus.YH015	small	domus	small	domus
mm.domus.YH016	medium	domus	medium	domus
mm.domus.YH017	small	domus	small	domus
mm.domus.YH018	very_small	domus	small	domus
mm.domus.YH020	very_large	domus	large	domus
mm.domus.YH021	medium	domus	medium	domus
mm.domus.YH022	small	domus	small	domus
mm.domus.YH023	medium	domus	medium	domus
mm.domus.YH024	medium	domus	medium	domus
mm.domus.YH026	large	domus	large	domus
mm.domus.YH027	large	domus	large	domus
mm.domus.YH029	very_large	domus	large	domus
mm.domus.YH030	small	domus	small	domus
mm.domus.YH031	medium	domus	medium	domus
mm.domus.YH032	very_small	domus	small	domus
mm.domus.YH033	small	domus	small	domus
mm.domus.YH034	small	domus	small	domus
mm.domus.YH035	large	domus	large	domus
mm.domus.YH036	large	domus	large	domus
mm.domus.YH037	medium	domus	medium	domus
mm.domus.YH038	large	domus	large	domus
mm.domus.YH039	medium	domus	medium	domus
mm.domus.YH040	medium	domus	medium	domus
mm.domus.YH043	medium	domus	medium	domus
mm.domus.YH044	small	domus	small	domus
mm.domus.YH045	medium	domus	medium	domus
mm.domus.YH046	small	domus	small	domus
mm.domus.YH047	medium	visitbritain	medium	visitbritain
mm.domus.YH048	very_large	domus	large	domus
mm.domus.YH049	medium	domus	medium	domus
mm.domus.YH050	small	domus	small	domus
mm.domus.YH051	small	domus	small	domus
mm.domus.YH052	medium	domus	medium	domus
mm.domus.YH053	large	domus	large	domus
mm.domus.YH054	large	domus	large	domus
mm.domus.YH055	large	domus	large	domus
mm.domus.YH056	medium	domus	medium	domus
mm.domus.YH057	very_small	domus	small	domus
mm.domus.YH058	tiny	domus	small	domus
mm.domus.YH059	large	domus	large	domus
mm.domus.YH060	very_large	domus	large	domus
mm.domus.YH061	small	domus	small	domus
mm.domus.YH063	very_small	domus	small	domus
mm.domus.YH064	medium	domus	medium	domus
mm.domus.YH065	small	domus	small	domus
mm.domus.YH066	very_large	domus	large	domus
mm.domus.YH068	large	domus	large	domus
mm.domus.YH069	tiny	domus	small	domus
mm.domus.YH070	very_small	domus	small	domus
mm.domus.YH071	small	domus	small	domus
mm.domus.YH072	very_large	domus	large	domus
mm.domus.YH073	medium	domus	medium	domus
mm.domus.YH074	medium	domus	medium	domus
mm.domus.YH075	very_small	domus	small	domus
mm.domus.YH076	small	domus	small	domus
mm.domus.YH077	medium	domus	medium	domus
mm.domus.YH079	large	domus	large	domus
mm.domus.YH080	very_large	domus	large	domus
mm.domus.YH081	medium	domus	medium	domus
mm.domus.YH082	small	domus	small	domus
mm.domus.YH083	large	domus	large	domus
mm.domus.YH084	medium	domus	medium	domus
mm.domus.YH085	medium	domus	medium	domus
mm.domus.YH086	medium	domus	medium	domus
mm.domus.YH087	very_small	domus	small	domus
mm.domus.YH088	small	domus	small	domus
mm.domus.YH089	small	domus	small	domus
mm.domus.YH090	tiny	domus	small	domus
mm.domus.YH091	small	domus	small	domus
mm.domus.YH092	small	domus	small	domus
mm.domus.YH093	medium	domus	medium	domus
mm.domus.YH094	very_large	domus	large	domus
mm.domus.YH095	medium	domus	medium	domus
mm.domus.YH096	very_large	domus	large	domus
mm.domus.YH097	large	domus	large	domus
mm.domus.YH099	very_large	domus	large	domus
mm.domus.YH101	large	mm	large	mm
mm.domus.YH102	large	ma(fam)	large	ma(fam)
mm.domus.YH103	small	ma(fam)	small	ma(fam)
mm.domus.YH104	very_small	ma(fam)	small	ma(fam)
mm.domus.YH105	very_small	visitbritain	small	visitbritain
mm.domus.YH106	small	mm	small	mm
mm.domus.YH107	medium	ma(fam)	medium	ma(fam)
mm.domus.YH108	unknown	unknown	unknown_sz	unknown
mm.domus.YH109	small	aim_size_designation	small	aim_size_designation
mm.domus.YH110	small	domus	small	domus
mm.domus.YH111	small	domus	small	domus
mm.domus.YH112	medium	domus	medium	domus
mm.domus.YH113	small	domus	small	domus
mm.domus.YH115	small	domus	small	domus
mm.domus.YH116	very_small	domus	small	domus
mm.domus.YH117	very_large	domus	large	domus
mm.domus.YH118	small	domus	small	domus
mm.domus.YH119	medium	domus	medium	domus
mm.domus.YH120	small	domus	small	domus
mm.domus.YH122	medium	domus	medium	domus
mm.domus.YH123	medium	domus	medium	domus
mm.domus.YH124	very_small	domus	small	domus
mm.domus.YH125	very_small	domus	small	domus
mm.domus.YH130	medium	domus	medium	domus
mm.domus.YH131	medium	domus	medium	domus
mm.domus.YH132	small	domus	small	domus
mm.domus.YH133	large	visitbritain	large	visitbritain
mm.domus.YH134	very_large	domus	large	domus
mm.domus.YH135	medium	domus	medium	domus
mm.domus.YH136	large	domus	large	domus
mm.domus.YH137	medium	domus	medium	domus
