project_id	size_simpl	size_simpl_source
mm.domus.SE166	small	domus
mm.domus.SE167	small	domus
mm.domus.SE168	large	visitbritain
mm.domus.SE169	small	domus
mm.domus.SE170	medium	domus
mm.domus.SE171	small	domus
mm.domus.SE172	small	domus
mm.domus.SE173	small	domus
mm.domus.SE174	small	domus
mm.domus.SE175	small	domus
mm.domus.SE176	small	domus
mm.domus.SE177	small	domus
mm.domus.SE178	small	domus
mm.domus.SE179	medium	domus
mm.domus.SE180	large	domus
mm.domus.SE181	large	domus
mm.domus.SE182	medium	domus
mm.domus.SE183	medium	domus
mm.domus.SE184	small	domus
mm.domus.SE185	large	domus
mm.domus.SE187	small	domus
mm.domus.SE188	small	domus
mm.domus.SE189	small	domus
mm.domus.SE190	small	domus
mm.domus.SE191	large	babbidge_ewles_&_smith._2006.
mm.domus.SE192	small	domus
mm.domus.SE193	small	domus
mm.domus.SE194	small	domus
mm.domus.SE195	medium	domus
mm.domus.SE196	small	domus
mm.domus.SE197	small	domus
mm.domus.SE198	small	domus
mm.domus.SE199	small	domus
mm.domus.SE200	medium	babbidge_ewles_&_smith._2006.
mm.domus.SE201	small	domus
mm.domus.SE202	medium	domus
mm.domus.SE204	large	domus
mm.domus.SE205	large	visitbritain
mm.domus.SE208	small	mm_prediction_random_forest
mm.domus.SE209	medium	domus
mm.domus.SE210	medium	domus
mm.domus.SE211	large	domus
mm.domus.SE212	small	domus
mm.domus.SE213	large	domus
mm.domus.SE214	large	visitbritain
mm.domus.SE215	small	visitbritain
mm.domus.SE216	large	domus
mm.domus.SE218	large	domus
mm.domus.SE219	medium	domus
mm.domus.SE220	medium	domus
mm.domus.SE221	small	domus
mm.domus.SE222	medium	domus
mm.domus.SE224	large	domus
mm.domus.SE225	small	domus
mm.domus.SE226	small	domus
mm.domus.SE227	small	domus
mm.domus.SE228	small	domus
mm.domus.SE229	large	domus
mm.domus.SE230	small	domus
mm.domus.SE231	medium	domus
mm.domus.SE232	small	domus
mm.domus.SE233	small	mm_prediction_random_forest
mm.domus.SE234	medium	domus
mm.domus.SE235	small	domus
mm.domus.SE236	medium	domus
mm.domus.SE237	large	domus
mm.domus.SE240	small	domus
mm.domus.SE241	large	domus
mm.domus.SE242	small	domus
mm.domus.SE243	small	domus
mm.domus.SE245	small	domus
mm.domus.SE246	small	domus
mm.domus.SE247	medium	domus
mm.domus.SE248	small	domus
mm.domus.SE249	small	visitbritain
mm.domus.SE250	small	domus
mm.domus.SE251	medium	visitbritain
mm.domus.SE252	small	domus
mm.domus.SE253	small	domus
mm.domus.SE254	medium	domus
mm.domus.SE255	small	domus
mm.domus.SE256	medium	domus
mm.domus.SE257	large	domus
mm.domus.SE258	small	domus
mm.domus.SE259	large	domus
mm.domus.SE260	small	domus
mm.domus.SE261	small	domus
mm.domus.SE263	small	domus
mm.domus.SE264	small	domus
mm.domus.SE265	medium	domus
mm.domus.SE267	small	domus
mm.domus.SE268	small	domus
mm.domus.SE269	small	domus
mm.domus.SE270	small	domus
mm.domus.SE271	medium	domus
mm.domus.SE272	small	domus
mm.domus.SE273	small	domus
mm.domus.SE274	small	domus
mm.domus.SE275	medium	domus
mm.domus.SE276	small	domus
mm.domus.SE277	medium	domus
mm.domus.SE278	medium	domus
mm.domus.SE279	large	domus
mm.domus.SE281	small	domus
mm.domus.SE282	small	babbidge_ewles_&_smith._2006.
mm.domus.SE284	large	domus
mm.domus.SE285	large	domus
mm.domus.SE286	medium	domus
mm.domus.SE287	small	domus
mm.domus.SE288	small	domus
mm.domus.SE289	small	domus
mm.domus.SE290	medium	domus
mm.domus.SE291	medium	domus
mm.domus.SE292	small	domus
mm.domus.SE293	small	domus
mm.domus.SE294	small	domus
mm.domus.SE295	medium	domus
mm.domus.SE296	small	domus
mm.domus.SE297	large	visitbritain
mm.domus.SE298	medium	domus
mm.domus.SE299	small	domus
mm.domus.SE300	medium	domus
mm.domus.SE301	small	domus
mm.domus.SE302	medium	domus
mm.domus.SE303	small	domus
mm.domus.SE304	large	domus
mm.domus.SE305	large	domus
mm.domus.SE306	small	domus
mm.domus.SE307	medium	domus
mm.domus.SE308	large	domus
mm.domus.SE309	large	domus
mm.domus.SE310	small	domus
mm.domus.SE311	medium	domus
mm.domus.SE312	large	domus
mm.domus.SE315	large	domus
mm.domus.SE316	small	domus
mm.domus.SE317	small	domus
mm.domus.SE318	medium	domus
mm.domus.SE319	small	domus
mm.domus.SE320	large	domus
mm.domus.SE321	large	domus
mm.domus.SE322	medium	domus
mm.domus.SE323	small	visitbritain
mm.domus.SE324	small	domus
mm.domus.SE326	small	domus
mm.domus.SE327	small	domus
mm.domus.SE328	small	domus
mm.domus.SE329	small	domus
mm.domus.SE330	large	domus
mm.domus.SE331	small	domus
mm.domus.SE332	small	domus
mm.domus.SE333	large	domus
mm.domus.SE334	small	domus
mm.domus.SE335	small	domus
mm.domus.SE336	small	visitbritain
mm.domus.SE337	large	domus
mm.domus.SE338	small	domus
mm.domus.SE339	large	domus
mm.domus.SE340	small	domus
mm.domus.SE341	small	domus
mm.domus.SE343	medium	domus
mm.domus.SE345	small	domus
mm.domus.SE346	medium	visitbritain
mm.domus.SE347	small	domus
mm.domus.SE348	small	domus
mm.domus.SE349	small	visitbritain
mm.domus.SE350	large	domus
mm.domus.SE351	large	domus
mm.domus.SE352	small	domus
mm.domus.SE353	small	domus
mm.domus.SE354	small	domus
mm.domus.SE356	large	domus
mm.domus.SE357	small	domus
mm.domus.SE358	medium	domus
mm.domus.SE359	small	domus
mm.domus.SE360	small	domus
mm.domus.SE361	small	domus
mm.domus.SE362	small	domus
mm.domus.SE363	small	domus
mm.domus.SE364	large	domus
mm.domus.SE365	medium	domus
mm.domus.SE366	small	domus
mm.domus.SE367	small	domus
mm.domus.SE368	medium	domus
mm.domus.SE369	small	domus
mm.domus.SE370	small	domus
mm.domus.SE371	small	domus
mm.domus.SE372	small	domus
mm.domus.SE373	medium	domus
mm.domus.SE374	medium	domus
mm.domus.SE375	large	visitbritain
mm.domus.SE376	small	domus
mm.domus.SE377	large	visitbritain
mm.domus.SE378	medium	domus
mm.domus.SE379	large	domus
mm.domus.SE380	small	domus
mm.domus.SE381	medium	domus
mm.domus.SE382	small	domus
mm.domus.SE383	large	visitbritain
mm.domus.SE384	small	domus
mm.domus.SE386	small	domus
mm.domus.SE387	medium	domus
mm.domus.SE388	large	visitbritain
mm.domus.SE389	small	domus
mm.domus.SE390	medium	domus
mm.domus.SE391	small	domus
mm.domus.SE392	large	domus
mm.domus.SE393	large	visitbritain
mm.domus.SE394	large	domus
mm.domus.SE395	small	domus
mm.domus.SE396	medium	domus
mm.domus.SE397	small	domus
mm.domus.SE398	small	domus
mm.domus.SE399	small	domus
mm.domus.SE400	small	domus
mm.domus.SE402	small	domus
mm.domus.SE403	small	domus
mm.domus.SE404	medium	domus
mm.domus.SE405	large	domus
mm.domus.SE406	small	domus
mm.domus.SE407	small	domus
mm.domus.SE408	small	domus
mm.domus.SE409	small	domus
mm.domus.SE410	small	domus
mm.domus.SE411	large	domus
mm.domus.SE412	small	domus
mm.domus.SE413	small	visitbritain
mm.domus.SE414	medium	domus
mm.domus.SE415	large	domus
mm.domus.SE416	small	domus
mm.domus.SE417	medium	domus
mm.domus.SE418	small	domus
mm.domus.SE419	small	domus
mm.domus.SE420	small	domus
mm.domus.SE421	medium	domus
mm.domus.SE422	small	domus
mm.domus.SE423	small	visitbritain
mm.domus.SE424	small	domus
mm.domus.SE425	small	domus
mm.domus.SE426	medium	domus
mm.domus.SE427	medium	domus
mm.domus.SE428	small	domus
mm.domus.SE429	small	domus
mm.domus.SE430	small	domus
mm.domus.SE431	small	domus
mm.domus.SE432	small	domus
mm.domus.SE434	small	domus
mm.domus.SE435	small	domus
mm.domus.SE436	small	domus
mm.domus.SE437	large	domus
mm.domus.SE438	medium	domus
mm.domus.SE439	small	domus
mm.domus.SE440	small	domus
mm.domus.SE441	large	domus
mm.domus.SE442	medium	domus
mm.domus.SE444	large	domus
mm.domus.SE445	small	domus
mm.domus.SE446	large	domus
mm.domus.SE447	medium	domus
mm.domus.SE448	small	mm_prediction_random_forest
mm.domus.SE449	medium	domus
mm.domus.SE451	medium	domus
mm.domus.SE452	medium	domus
mm.domus.SE453	medium	domus
mm.domus.SE454	small	domus
mm.domus.SE455	small	domus
mm.domus.SE456	medium	domus
mm.domus.SE457	small	domus
mm.domus.SE458	small	domus
mm.domus.SE459	small	domus
mm.domus.SE460	small	domus
mm.domus.SE461	medium	domus
mm.domus.SE462	medium	domus
mm.domus.SE463	small	domus
mm.domus.SE464	small	domus
mm.domus.SE466	small	domus
mm.domus.SE467	small	domus
mm.domus.SE468	small	domus
mm.domus.SE469	small	domus
mm.domus.SE470	large	domus
mm.domus.SE471	large	domus
mm.domus.SE472	small	visitbritain
mm.domus.SE473	small	visitbritain
mm.domus.SE474	small	visitbritain
mm.domus.SE475	large	domus
mm.domus.SE478	large	domus
mm.domus.SE480	small	domus
mm.domus.SE481	small	domus
mm.domus.SE482	small	domus
mm.domus.SE483	small	domus
mm.domus.SE484	small	domus
mm.domus.SE485	large	domus
mm.domus.SE486	medium	domus
mm.domus.SE488	small	domus
mm.domus.SE489	small	domus
mm.domus.SE490	large	domus
mm.domus.SE491	medium	domus
mm.domus.SE492	small	domus
mm.domus.SE493	small	domus
mm.domus.SE494	small	domus
mm.domus.SE495	small	domus
mm.domus.SE496	small	domus
mm.domus.SE498	medium	visitbritain
mm.domus.SE499	large	domus
mm.domus.SE500	large	visitbritain
mm.domus.SE501	large	visitbritain
mm.domus.SE503	small	domus
mm.domus.SE504	small	domus
mm.domus.SE505	small	domus
mm.domus.SE506	small	domus
mm.domus.SE507	large	visitbritain
mm.domus.SE508	small	visitbritain
mm.domus.SE509	small	mm_prediction_random_forest
mm.domus.SE510	small	mm_prediction_random_forest
mm.domus.SE511	large	visitbritain
mm.domus.SE513	small	domus
mm.domus.SE514	large	visitbritain
mm.domus.SE515	small	domus
mm.domus.SE516	medium	domus
mm.domus.SE517	medium	visitbritain
mm.domus.SE518	large	visitbritain
mm.domus.SE519	small	visitbritain
mm.domus.SE520	small	domus
mm.domus.SE521	small	domus
mm.domus.SE522	large	visitbritain
mm.domus.SE523	small	visitbritain
mm.domus.SE524	small	domus
mm.domus.SE525	medium	visitbritain
mm.domus.SE526	medium	domus
mm.domus.SE527	large	visitbritain
mm.domus.SE528	large	visitbritain
mm.domus.SE529	small	domus
mm.domus.SE530	small	visitbritain
mm.domus.SE531	large	visitbritain
mm.domus.SE532	large	visitbritain
mm.domus.SE533	large	visitbritain
mm.domus.SE534	small	visitbritain
mm.domus.SE535	small	visitbritain
mm.domus.SE536	large	domus
mm.domus.SE537	medium	visitbritain
mm.domus.SE538	large	visitbritain
mm.domus.SE539	large	visitbritain
mm.domus.SE540	medium	visitbritain
mm.domus.SE541	large	visitbritain
mm.domus.SE542	small	domus
mm.domus.SE543	large	visitbritain
mm.domus.SE544	large	visitbritain
mm.domus.SE545	large	visitbritain
mm.domus.SE546	medium	mm
mm.domus.SE547	large	visitbritain
mm.domus.SE548	large	visitbritain
mm.domus.SE549	large	visitbritain
mm.domus.SE550	large	domus
mm.domus.SE551	small	visitbritain
mm.domus.SE552	large	domus
mm.domus.SE553	medium	visitbritain
mm.domus.SE554	large	visitbritain
mm.domus.SE555	medium	mm_prediction_random_forest
mm.domus.SE556	large	domus
mm.domus.SE557	large	visitbritain
mm.domus.SE558	large	visitbritain
mm.domus.SE559	large	visitbritain
mm.domus.SE560	small	visitbritain
mm.domus.SE561	small	domus
mm.domus.SE562	small	domus
mm.domus.SE563	medium	domus
mm.domus.SE564	small	domus
mm.domus.SE565	medium	domus
mm.domus.SE566	large	visitbritain
mm.domus.SE567	small	domus
mm.domus.SE568	small	mm_manual_estimate_2018
mm.domus.SE570	large	visitbritain
mm.domus.SE571	unknown_sz	NA
mm.domus.SE572	small	domus
mm.domus.SE573	large	mm
mm.domus.SE575	small	domus
mm.domus.SE576	small	domus
mm.domus.SE577	small	ma(fam)
mm.domus.SE578	small	visitbritain
mm.domus.SE579	medium	visitbritain
mm.domus.SE580	small	mm_prediction_random_forest
mm.domus.SE581	large	aim_size_designation
mm.domus.SE582	small	visitbritain
mm.domus.SE583	large	visitbritain
mm.domus.SE584	small	mm_prediction_random_forest
mm.domus.SE585	medium	ma(fam)
mm.domus.SE586	medium	visitbritain
mm.domus.SE587	small	ma(fam)
mm.domus.SE588	small	ma(fam)
mm.domus.SE589	small	aim_size_designation
mm.domus.SE590	small	ma(fam)
mm.domus.SE591	small	visitbritain
mm.domus.SE592	small	ace_size_designation
mm.domus.SE593	medium	visitbritain
mm.domus.SE595	small	aim_size_designation
mm.domus.SE596	small	mm
mm.domus.SE597	small	ma(fam)
mm.domus.SE598	small	mm_prediction_random_forest
mm.domus.SE599	small	ma(fam)
mm.domus.SE600	large	ma(fam)
mm.domus.SE601	medium	visitbritain
mm.domus.SE602	medium	ace_size_designation
mm.domus.SE603	small	ma(fam)
mm.domus.SE604	small	visitbritain
mm.domus.SE605	small	aim_size_designation
mm.domus.SE606	large	visitbritain
mm.domus.SW001	small	domus
mm.domus.SW002	small	domus
mm.domus.SW003	small	domus
mm.domus.SW004	small	domus
mm.domus.SW005	small	domus
mm.domus.SW006	small	domus
mm.domus.SW007	large	domus
mm.domus.SW008	large	domus
mm.domus.SW009	large	domus
mm.domus.SW010	small	ma(fam)
mm.domus.SW011	small	domus
mm.domus.SW012	medium	domus
mm.domus.SW013	small	domus
mm.domus.SW014	small	domus
mm.domus.SW016	small	mm_prediction_random_forest
mm.domus.SW017	small	domus
mm.domus.SW018	medium	domus
mm.domus.SW019	large	domus
mm.domus.SW020	small	domus
mm.domus.SW021	large	domus
mm.domus.SW022	small	domus
mm.domus.SW023	small	domus
mm.domus.SW024	large	domus
mm.domus.SW025	small	visitbritain
mm.domus.SW026	small	domus
mm.domus.SW027	small	visitbritain
mm.domus.SW028	small	domus
mm.domus.SW029	large	domus
mm.domus.SW030	small	domus
mm.domus.SW031	medium	domus
mm.domus.SW032	small	domus
mm.domus.SW033	small	domus
mm.domus.SW034	small	domus
mm.domus.SW035	small	domus
mm.domus.SW036	medium	domus
mm.domus.SW037	medium	domus
mm.domus.SW038	small	domus
mm.domus.SW039	small	domus
mm.domus.SW041	small	domus
mm.domus.SW042	medium	domus
mm.domus.SW043	small	domus
mm.domus.SW044	small	domus
mm.domus.SW045	small	domus
mm.domus.SW046	small	domus
mm.domus.SW047	small	visitbritain
mm.domus.SW048	small	domus
mm.domus.SW049	large	domus
mm.domus.SW050	large	domus
mm.domus.SW052	large	domus
mm.domus.SW053	small	domus
mm.domus.SW054	medium	domus
mm.domus.SW055	small	domus
mm.domus.SW056	small	domus
mm.domus.SW057	small	domus
mm.domus.SW058	small	domus
mm.domus.SW059	small	domus
mm.domus.SW060	small	domus
mm.domus.SW061	small	domus
mm.domus.SW063	small	domus
mm.domus.SW064	large	domus
mm.domus.SW065	medium	domus
mm.domus.SW066	medium	domus
mm.domus.SW067	small	domus
mm.domus.SW068	large	domus
mm.domus.SW069	medium	domus
mm.domus.SW070	medium	domus
mm.domus.SW071	small	domus
mm.domus.SW072	small	domus
mm.domus.SW073	small	mm_prediction_random_forest
mm.domus.SW074	medium	domus
mm.domus.SW075	medium	domus
mm.domus.SW076	small	domus
mm.domus.SW077	small	domus
mm.domus.SW078	small	mm_prediction_random_forest
mm.domus.SW079	medium	visitbritain
mm.domus.SW080	small	domus
mm.domus.SW081	small	domus
mm.domus.SW082	medium	domus
mm.domus.SW083	small	domus
mm.domus.SW084	medium	domus
mm.domus.SW085	small	domus
mm.domus.SW086	small	domus
mm.domus.SW087	small	domus
mm.domus.SW088	large	domus
mm.domus.SW091	small	domus
mm.domus.SW092	small	domus
mm.domus.SW093	small	domus
mm.domus.SW094	small	domus
mm.domus.SW095	small	domus
mm.domus.SW096	small	domus
mm.domus.SW097	small	domus
mm.domus.SW098	small	domus
mm.domus.SW099	small	domus
mm.domus.SW100	large	visitbritain
mm.domus.SW101	small	ma(fam)
mm.domus.SW102	small	visitbritain
mm.domus.SW103	small	mm
mm.domus.SW104	small	aim_size_designation
mm.domus.SW105	medium	ma(fam)
mm.domus.SW106	small	visitbritain
mm.domus.SW107	medium	visitbritain
mm.domus.SW108	small	mm_prediction_random_forest
mm.domus.SW109	small	mm_prediction_random_forest
mm.domus.SW110	large	domus
mm.domus.SW111	small	domus
mm.domus.SW112	small	domus
mm.domus.SW113	small	domus
mm.domus.SW114	small	domus
mm.domus.SW115	small	domus
mm.domus.SW116	small	domus
mm.domus.SW117	small	domus
mm.domus.SW118	large	visitbritain
mm.domus.SW119	small	domus
mm.domus.SW120	medium	domus
mm.domus.SW121	large	domus
mm.domus.SW122	medium	domus
mm.domus.SW123	medium	domus
mm.domus.SW124	small	domus
mm.domus.SW125	small	domus
mm.domus.SW126	small	domus
mm.domus.SW127	large	domus
mm.domus.SW128	medium	domus
mm.domus.SW129	small	domus
mm.domus.SW130	small	domus
mm.domus.SW131	large	domus
mm.domus.SW132	medium	domus
mm.domus.SW133	large	domus
mm.domus.SW134	medium	domus
mm.domus.SW135	small	domus
mm.domus.SW136	small	visitbritain
mm.domus.SW137	small	domus
mm.domus.SW138	small	domus
mm.domus.SW139	medium	domus
mm.domus.SW140	small	domus
mm.domus.SW141	small	domus
mm.domus.SW142	small	domus
mm.domus.SW143	small	domus
mm.domus.SW144	small	mm_prediction_random_forest
mm.domus.SW145	small	domus
mm.domus.SW146	medium	domus
mm.domus.SW147	small	mm_prediction_random_forest
mm.domus.SW148	small	domus
mm.domus.SW150	small	domus
mm.domus.SW151	small	domus
mm.domus.SW152	small	domus
mm.domus.SW153	small	domus
mm.domus.SW154	small	domus
mm.domus.SW155	medium	domus
mm.domus.SW156	small	domus
mm.domus.SW157	small	domus
mm.domus.SW158	small	domus
mm.domus.SW159	small	domus
mm.domus.SW160	medium	visitbritain
mm.domus.SW161	small	domus
mm.domus.SW162	small	domus
mm.domus.SW163	small	domus
mm.domus.SW164	small	domus
mm.domus.SW165	small	domus
mm.domus.SW166	small	domus
mm.domus.SW167	small	visitbritain
mm.domus.SW168	small	domus
mm.domus.SW169	small	domus
mm.domus.SW170	large	domus
mm.domus.SW171	small	domus
mm.domus.SW172	small	domus
mm.domus.SW173	small	domus
mm.domus.SW174	small	mm_prediction_random_forest
mm.domus.SW175	small	domus
mm.domus.SW176	small	domus
mm.domus.SW177	small	visitbritain
mm.domus.SW178	large	domus
mm.domus.SW179	large	visitbritain
mm.domus.SW181	small	domus
mm.domus.SW182	large	domus
mm.domus.SW183	small	mm_prediction_random_forest
mm.domus.SW184	small	visitbritain
mm.domus.SW185	small	domus
mm.domus.SW186	small	domus
mm.domus.SW187	small	domus
mm.domus.SW188	small	visitbritain
mm.domus.SW189	medium	domus
mm.domus.SW190	small	domus
mm.domus.SW191	small	domus
mm.domus.SW192	medium	domus
mm.domus.SW193	medium	domus
mm.domus.SW195	medium	domus
mm.domus.SW196	small	domus
mm.domus.SW197	small	domus
mm.domus.SW198	medium	visitbritain
mm.domus.SW199	large	visitbritain
mm.domus.SW200	medium	domus
mm.domus.SW201	large	visitbritain
mm.domus.SW202	medium	visitbritain
mm.domus.SW203	large	domus
mm.domus.SW204	large	domus
mm.domus.SW205	small	domus
mm.domus.SW206	small	domus
mm.domus.SW207	small	domus
mm.domus.SW208	small	domus
mm.domus.SW209	small	visitbritain
mm.domus.SW210	large	visitbritain
mm.domus.SW211	large	visitbritain
mm.domus.SW212	small	visitbritain
mm.domus.SW213	small	domus
mm.domus.SW214	large	visitbritain
mm.domus.SW215	large	domus
mm.domus.SW216	small	domus
mm.domus.SW217	medium	visitbritain
mm.domus.SW218	medium	domus
mm.domus.SW219	large	visitbritain
mm.domus.SW220	small	domus
mm.domus.SW221	large	domus
mm.domus.SW222	medium	domus
mm.domus.SW223	small	domus
mm.domus.SW224	large	visitbritain
mm.domus.SW225	small	domus
mm.domus.SW226	large	ace_size_designation
mm.domus.SW227	medium	visitbritain
mm.domus.SW228	small	aim_size_designation
mm.domus.SW229	small	ace_size_designation
mm.domus.SW230	large	visitbritain
mm.domus.SW231	large	visitbritain
mm.domus.SW234	large	visitbritain
mm.domus.SW235	large	visitbritain
mm.domus.SW236	large	national_trust_annual_report_
mm.domus.SW237	large	visitbritain
mm.domus.SW238	large	national_trust_annual_report_
mm.domus.SW239	small	mm_manual_estimate_2018
mm.domus.SW240	medium	visitbritain
mm.domus.SW241	large	visitbritain
mm.domus.SW242	large	national_trust_annual_report_
mm.domus.SW243	small	mm_manual_estimate_2018
mm.domus.SW244	medium	ace_size_designation
mm.domus.SW245	medium	ace_size_designation
mm.domus.SW246	small	ma(fam)
mm.domus.WA002	medium	domus
mm.domus.WA003	small	domus
mm.domus.WA004	small	domus
mm.domus.WA005	medium	domus
mm.domus.WA006	small	domus
mm.domus.WA007	medium	domus
mm.domus.WA009	small	domus
mm.domus.WA010	small	mm_prediction_random_forest
mm.domus.WA011	small	domus
mm.domus.WA012	large	domus
mm.domus.WA013	medium	domus
mm.domus.WA014	small	domus
mm.domus.WA015	small	domus
mm.domus.WA016	large	domus
mm.domus.WA017	small	domus
mm.domus.WA018	medium	domus
mm.domus.WA019	small	domus
mm.domus.WA020	small	domus
mm.domus.WA021	small	domus
mm.domus.WA022	small	domus
mm.domus.WA024	small	domus
mm.domus.WA025	small	domus
mm.domus.WA026	large	domus
mm.domus.WA027	small	domus
mm.domus.WA028	small	domus
mm.domus.WA029	small	domus
mm.domus.WA030	small	domus
mm.domus.WA031	medium	domus
mm.domus.WA033	large	domus
mm.domus.WA034	medium	domus
mm.domus.WA035	large	domus
mm.domus.WA037	small	domus
mm.domus.WA038	small	domus
mm.domus.WA039	small	domus
mm.domus.WA040	small	domus
mm.domus.WA041	small	domus
mm.domus.WA042	small	domus
mm.domus.WA044	small	domus
mm.domus.WA045	small	domus
mm.domus.WA046	small	domus
mm.domus.WA047	small	domus
mm.domus.WA048	small	domus
mm.domus.WA049	small	domus
mm.domus.WA050	small	domus
mm.domus.WA051	small	domus
mm.domus.WA052	medium	domus
mm.domus.WA053	large	domus
mm.domus.WA054	small	domus
mm.domus.WA055	medium	domus
mm.domus.WA056	medium	domus
mm.domus.WA057	medium	domus
mm.domus.WA059	medium	domus
mm.domus.WA060	small	domus
mm.domus.WA061	small	domus
mm.domus.WA062	medium	domus
mm.domus.WA063	medium	domus
mm.domus.WA064	small	domus
mm.domus.WA065	large	domus
mm.domus.WA066	large	domus
mm.domus.WA067	medium	domus
mm.domus.WA069	small	domus
mm.domus.WA070	medium	domus
mm.domus.WA071	small	domus
mm.domus.WA072	small	domus
mm.domus.WA073	small	domus
mm.domus.WA074	small	domus
mm.domus.WA075	large	domus
mm.domus.WA076	small	domus
mm.domus.WA077	large	domus
mm.domus.WA078	large	domus
mm.domus.WA079	small	domus
mm.domus.WA081	small	domus
mm.domus.WA082	large	domus
mm.domus.WA083	small	domus
mm.domus.WA084	small	domus
mm.domus.WA085	large	domus
mm.domus.WA086	large	domus
mm.domus.WA087	large	domus
mm.domus.WA088	small	domus
mm.domus.WA089	medium	domus
mm.domus.WA090	small	domus
mm.domus.WA091	medium	domus
mm.domus.WA092	large	domus
mm.domus.WA093	large	domus
mm.domus.WA094	small	domus
mm.domus.WA095	small	domus
mm.domus.WA096	small	domus
mm.domus.WA097	small	mm_prediction_random_forest
mm.domus.WA098	small	mm_prediction_random_forest
mm.domus.WA099	small	domus
mm.domus.WA100	medium	ma(fam)
mm.domus.WA101	small	mm_prediction_random_forest
mm.domus.WA102	small	mm_prediction_random_forest
mm.domus.WA103	small	aim_size_designation
mm.domus.WM001	medium	domus
mm.domus.WM002	small	domus
mm.domus.WM003	small	domus
mm.domus.WM004	small	domus
mm.domus.WM005	medium	domus
mm.domus.WM006	small	domus
mm.domus.WM007	small	domus
mm.domus.WM008	small	domus
mm.domus.WM009	small	domus
mm.domus.WM010	large	visitbritain
mm.domus.WM011	medium	domus
mm.domus.WM012	small	domus
mm.domus.WM013	large	domus
mm.domus.WM014	small	domus
mm.domus.WM015	medium	domus
mm.domus.WM016	large	domus
mm.domus.WM017	medium	domus
mm.domus.WM018	small	domus
mm.domus.WM019	small	mm_prediction_random_forest
mm.domus.WM020	small	domus
mm.domus.WM021	medium	domus
mm.domus.WM022	small	domus
mm.domus.WM023	small	domus
mm.domus.WM024	medium	domus
mm.domus.WM025	small	visitbritain
mm.domus.WM027	medium	domus
mm.domus.WM028	medium	domus
mm.domus.WM029	large	domus
mm.domus.WM030	large	domus
mm.domus.WM031	large	domus
mm.domus.WM032	large	domus
mm.domus.WM033	large	domus
mm.domus.WM034	medium	domus
mm.domus.WM035	small	domus
mm.domus.WM036	small	domus
mm.domus.WM037	small	domus
mm.domus.WM038	large	domus
mm.domus.WM039	medium	domus
mm.domus.WM040	small	domus
mm.domus.WM041	small	domus
mm.domus.WM042	large	domus
mm.domus.WM043	large	domus
mm.domus.WM044	small	domus
mm.domus.WM045	small	domus
mm.domus.WM046	small	domus
mm.domus.WM047	medium	domus
mm.domus.WM048	small	domus
mm.domus.WM049	medium	domus
mm.domus.WM050	small	domus
mm.domus.WM051	small	domus
mm.domus.WM052	medium	domus
mm.domus.WM053	small	domus
mm.domus.WM054	medium	domus
mm.domus.WM055	small	domus
mm.domus.WM056	medium	domus
mm.domus.WM057	small	domus
mm.domus.WM058	large	domus
mm.domus.WM059	small	domus
mm.domus.WM060	large	domus
mm.domus.WM061	small	domus
mm.domus.WM062	small	domus
mm.domus.WM063	large	domus
mm.domus.WM064	large	domus
mm.domus.WM065	medium	domus
mm.domus.WM066	small	domus
mm.domus.WM067	small	domus
mm.domus.WM068	small	visitbritain
mm.domus.WM070	small	domus
mm.domus.WM071	small	domus
mm.domus.WM072	small	domus
mm.domus.WM073	medium	domus
mm.domus.WM074	small	domus
mm.domus.WM075	large	domus
mm.domus.WM076	small	aim_size_designation
mm.domus.WM077	small	domus
mm.domus.WM078	small	visitbritain
mm.domus.WM079	small	visitbritain
mm.domus.WM080	medium	domus
mm.domus.WM081	small	domus
mm.domus.WM082	medium	domus
mm.domus.WM085	small	domus
mm.domus.WM086	large	domus
mm.domus.WM087	small	domus
mm.domus.WM088	large	babbidge_ewles_&_smith._2006.
mm.domus.WM089	small	domus
mm.domus.WM090	small	domus
mm.domus.WM092	small	domus
mm.domus.WM093	small	domus
mm.domus.WM094	medium	domus
mm.domus.WM095	small	domus
mm.domus.WM097	small	domus
mm.domus.WM098	medium	domus
mm.domus.WM099	small	visitbritain
mm.domus.WM100	large	ma(fam)
mm.domus.WM101	large	ace_size_designation
mm.domus.WM103	small	ma(fam)_year_stated
mm.domus.WM104	small	ma(fam)
mm.domus.WM106	small	ma(fam)
mm.domus.WM107	small	visitbritain
mm.domus.WM108	large	ace_size_designation
mm.domus.WM109	unknown_sz	mm_manual_estimate_2018
mm.domus.WM110	small	domus
mm.domus.WM111	small	domus
mm.domus.WM112	small	domus
mm.domus.WM113	small	domus
mm.domus.WM115	medium	domus
mm.domus.WM116	small	domus
mm.domus.WM117	small	domus
mm.domus.WM118	small	domus
mm.domus.WM119	small	domus
mm.domus.WM120	medium	domus
mm.domus.WM121	small	domus
mm.domus.WM122	small	domus
mm.domus.WM123	medium	domus
mm.domus.WM124	large	domus
mm.domus.WM125	medium	domus
mm.domus.WM126	large	domus
mm.domus.WM127	medium	domus
mm.domus.WM129	medium	domus
mm.domus.WM130	small	domus
mm.domus.WM131	medium	visitbritain
mm.domus.WM132	small	visitbritain
mm.domus.WM134	large	visitbritain
mm.domus.WM135	large	ma(fam)
mm.domus.WM136	large	visitbritain
mm.domus.WM137	medium	visitbritain
mm.domus.WM138	large	visitbritain
