UNIT_GSS	VAR	VAL	n_museums
E07000026	opened_decade_est	1980s	3
E07000026	opened_decade_est	1990s	3
E07000026	opened_decade_est	2000s	0
E07000026	opened_decade_est	2010s	0
E07000027	opened_decade_est	1900before	0
E07000027	opened_decade_est	1900s	0
E07000027	opened_decade_est	1910s	0
E07000027	opened_decade_est	1920s	0
E07000027	opened_decade_est	1930s	0
E07000027	opened_decade_est	1940s	0
E07000027	opened_decade_est	1950s	0
E07000027	opened_decade_est	1960s	0
E07000027	opened_decade_est	1970s	0
E07000027	opened_decade_est	1980s	1
E07000027	opened_decade_est	1990s	1
E07000027	opened_decade_est	2000s	0
E07000027	opened_decade_est	2010s	0
E07000028	opened_decade_est	1900before	1
E07000028	opened_decade_est	1900s	0
E07000028	opened_decade_est	1910s	0
E07000028	opened_decade_est	1920s	0
E07000028	opened_decade_est	1930s	2
E07000028	opened_decade_est	1940s	0
E07000028	opened_decade_est	1950s	0
E07000028	opened_decade_est	1960s	0
E07000028	opened_decade_est	1970s	1
E07000028	opened_decade_est	1980s	3
E07000028	opened_decade_est	1990s	0
E07000028	opened_decade_est	2000s	1
E07000028	opened_decade_est	2010s	0
E07000029	opened_decade_est	1900before	0
E07000029	opened_decade_est	1900s	0
E07000029	opened_decade_est	1910s	0
E07000029	opened_decade_est	1920s	0
E07000029	opened_decade_est	1930s	0
E07000029	opened_decade_est	1940s	0
E07000029	opened_decade_est	1950s	0
E07000029	opened_decade_est	1960s	0
E07000029	opened_decade_est	1970s	3
E07000029	opened_decade_est	1980s	1
E07000029	opened_decade_est	1990s	1
E07000029	opened_decade_est	2000s	0
E07000029	opened_decade_est	2010s	0
E07000030	opened_decade_est	1900before	0
E07000030	opened_decade_est	1900s	0
E07000030	opened_decade_est	1910s	0
E07000030	opened_decade_est	1920s	0
E07000030	opened_decade_est	1930s	1
E07000030	opened_decade_est	1940s	0
E07000030	opened_decade_est	1950s	0
E07000030	opened_decade_est	1960s	0
E07000030	opened_decade_est	1970s	1
E07000030	opened_decade_est	1980s	4
E07000030	opened_decade_est	1990s	0
E07000030	opened_decade_est	2000s	1
E07000030	opened_decade_est	2010s	0
E07000031	opened_decade_est	1900before	2
E07000031	opened_decade_est	1900s	1
E07000031	opened_decade_est	1910s	1
E07000031	opened_decade_est	1920s	0
E07000031	opened_decade_est	1930s	1
E07000031	opened_decade_est	1940s	4
E07000031	opened_decade_est	1950s	2
E07000031	opened_decade_est	1960s	1
E07000031	opened_decade_est	1970s	4
E07000031	opened_decade_est	1980s	3
E07000031	opened_decade_est	1990s	1
E07000031	opened_decade_est	2000s	1
E07000031	opened_decade_est	2010s	0
E07000032	opened_decade_est	1900before	0
E07000032	opened_decade_est	1900s	0
E07000032	opened_decade_est	1910s	0
E07000032	opened_decade_est	1920s	0
E07000032	opened_decade_est	1930s	0
E07000032	opened_decade_est	1940s	0
E07000032	opened_decade_est	1950s	1
E07000032	opened_decade_est	1960s	2
E07000032	opened_decade_est	1970s	0
E07000032	opened_decade_est	1980s	2
E07000032	opened_decade_est	1990s	3
E07000032	opened_decade_est	2000s	0
E07000032	opened_decade_est	2010s	0
E07000033	opened_decade_est	1900before	0
E07000033	opened_decade_est	1900s	0
E07000033	opened_decade_est	1910s	0
E07000033	opened_decade_est	1920s	0
E07000033	opened_decade_est	1930s	0
E07000033	opened_decade_est	1940s	0
E07000033	opened_decade_est	1950s	1
E07000033	opened_decade_est	1960s	0
E07000033	opened_decade_est	1970s	0
E07000033	opened_decade_est	1980s	1
E07000033	opened_decade_est	1990s	2
E07000033	opened_decade_est	2000s	0
E07000033	opened_decade_est	2010s	0
E07000034	opened_decade_est	1900before	0
E07000034	opened_decade_est	1900s	0
E07000034	opened_decade_est	1910s	0
E07000034	opened_decade_est	1920s	0
E07000034	opened_decade_est	1930s	1
E07000034	opened_decade_est	1940s	0
E07000034	opened_decade_est	1950s	0
E07000034	opened_decade_est	1960s	0
E07000034	opened_decade_est	1970s	0
E07000034	opened_decade_est	1980s	0
E07000034	opened_decade_est	1990s	2
E07000034	opened_decade_est	2000s	0
E07000034	opened_decade_est	2010s	0
E07000035	opened_decade_est	1900before	0
E07000035	opened_decade_est	1900s	0
E07000035	opened_decade_est	1910s	0
E07000035	opened_decade_est	1920s	0
E07000035	opened_decade_est	1930s	0
E07000035	opened_decade_est	1940s	3
E07000035	opened_decade_est	1950s	1
E07000035	opened_decade_est	1960s	1
E07000035	opened_decade_est	1970s	4
E07000035	opened_decade_est	1980s	5
E07000035	opened_decade_est	1990s	2
E07000035	opened_decade_est	2000s	3
E07000035	opened_decade_est	2010s	1
E07000036	opened_decade_est	1900before	0
E07000036	opened_decade_est	1900s	0
E07000036	opened_decade_est	1910s	0
E07000036	opened_decade_est	1920s	0
E07000036	opened_decade_est	1930s	0
E07000036	opened_decade_est	1940s	0
E07000036	opened_decade_est	1950s	0
E07000036	opened_decade_est	1960s	0
E07000036	opened_decade_est	1970s	0
E07000036	opened_decade_est	1980s	1
E07000036	opened_decade_est	1990s	0
E07000036	opened_decade_est	2000s	0
E07000036	opened_decade_est	2010s	0
E07000037	opened_decade_est	1900before	0
E07000037	opened_decade_est	1900s	0
E07000037	opened_decade_est	1910s	0
E07000037	opened_decade_est	1920s	1
E07000037	opened_decade_est	1930s	0
E07000037	opened_decade_est	1940s	0
E07000037	opened_decade_est	1950s	0
E07000037	opened_decade_est	1960s	0
E07000037	opened_decade_est	1970s	0
E07000037	opened_decade_est	1980s	1
E07000037	opened_decade_est	1990s	0
E07000037	opened_decade_est	2000s	1
E07000037	opened_decade_est	2010s	0
E07000038	opened_decade_est	1900before	0
E07000038	opened_decade_est	1900s	0
E07000038	opened_decade_est	1910s	0
E07000038	opened_decade_est	1920s	0
E07000038	opened_decade_est	1930s	0
E07000038	opened_decade_est	1940s	0
E07000038	opened_decade_est	1950s	0
E07000038	opened_decade_est	1960s	0
E07000038	opened_decade_est	1970s	0
E07000038	opened_decade_est	1980s	0
E07000038	opened_decade_est	1990s	1
E07000038	opened_decade_est	2000s	0
E07000038	opened_decade_est	2010s	0
E07000039	opened_decade_est	1900before	0
E07000039	opened_decade_est	1900s	0
E07000039	opened_decade_est	1910s	0
E07000039	opened_decade_est	1920s	0
E07000039	opened_decade_est	1930s	0
E07000039	opened_decade_est	1940s	0
E07000039	opened_decade_est	1950s	1
E07000039	opened_decade_est	1960s	0
E07000039	opened_decade_est	1970s	0
E07000039	opened_decade_est	1980s	1
E07000039	opened_decade_est	1990s	1
E07000039	opened_decade_est	2000s	3
E07000039	opened_decade_est	2010s	0
E07000040	opened_decade_est	1900before	0
E07000040	opened_decade_est	1900s	0
E07000040	opened_decade_est	1910s	0
E07000040	opened_decade_est	1920s	0
E07000040	opened_decade_est	1930s	1
E07000040	opened_decade_est	1940s	1
E07000040	opened_decade_est	1950s	2
E07000040	opened_decade_est	1960s	2
E07000040	opened_decade_est	1970s	2
E07000040	opened_decade_est	1980s	4
E07000040	opened_decade_est	1990s	1
E07000040	opened_decade_est	2000s	0
E07000040	opened_decade_est	2010s	1
E07000041	opened_decade_est	1900before	1
E07000041	opened_decade_est	1900s	0
E07000041	opened_decade_est	1910s	1
E07000041	opened_decade_est	1920s	0
E07000041	opened_decade_est	1930s	1
E07000041	opened_decade_est	1940s	0
E07000041	opened_decade_est	1950s	0
E07000041	opened_decade_est	1960s	1
E07000041	opened_decade_est	1970s	0
E07000041	opened_decade_est	1980s	0
E07000041	opened_decade_est	1990s	1
E07000041	opened_decade_est	2000s	0
E07000041	opened_decade_est	2010s	0
E07000042	opened_decade_est	1900before	0
E07000042	opened_decade_est	1900s	0
E07000042	opened_decade_est	1910s	0
E07000042	opened_decade_est	1920s	0
E07000042	opened_decade_est	1930s	0
E07000042	opened_decade_est	1940s	0
E07000042	opened_decade_est	1950s	0
E07000042	opened_decade_est	1960s	1
E07000042	opened_decade_est	1970s	1
E07000042	opened_decade_est	1980s	3
E07000042	opened_decade_est	1990s	0
E07000042	opened_decade_est	2000s	1
E07000042	opened_decade_est	2010s	0
E07000043	opened_decade_est	1900before	0
E07000043	opened_decade_est	1900s	0
E07000043	opened_decade_est	1910s	0
E07000043	opened_decade_est	1920s	0
E07000043	opened_decade_est	1930s	1
E07000043	opened_decade_est	1940s	1
E07000043	opened_decade_est	1950s	1
E07000043	opened_decade_est	1960s	1
E07000043	opened_decade_est	1970s	2
E07000043	opened_decade_est	1980s	1
E07000043	opened_decade_est	1990s	2
E07000043	opened_decade_est	2000s	0
E07000043	opened_decade_est	2010s	1
E07000044	opened_decade_est	1900before	0
E07000044	opened_decade_est	1900s	0
E07000044	opened_decade_est	1910s	0
E07000044	opened_decade_est	1920s	0
E07000044	opened_decade_est	1930s	1
E07000044	opened_decade_est	1940s	1
E07000044	opened_decade_est	1950s	1
E07000044	opened_decade_est	1960s	1
E07000044	opened_decade_est	1970s	3
E07000044	opened_decade_est	1980s	0
E07000044	opened_decade_est	1990s	3
E07000044	opened_decade_est	2000s	1
E07000044	opened_decade_est	2010s	1
E07000045	opened_decade_est	1900before	0
E07000045	opened_decade_est	1900s	0
E07000045	opened_decade_est	1910s	0
E07000045	opened_decade_est	1920s	0
E07000045	opened_decade_est	1930s	0
E07000045	opened_decade_est	1940s	0
E07000045	opened_decade_est	1950s	2
E07000045	opened_decade_est	1960s	3
E07000045	opened_decade_est	1970s	2
E07000045	opened_decade_est	1980s	3
E07000045	opened_decade_est	1990s	3
E07000045	opened_decade_est	2000s	0
E07000045	opened_decade_est	2010s	1
E07000046	opened_decade_est	1900before	0
E07000046	opened_decade_est	1900s	0
E07000046	opened_decade_est	1910s	0
E07000046	opened_decade_est	1920s	0
E07000046	opened_decade_est	1930s	1
E07000046	opened_decade_est	1940s	0
E07000046	opened_decade_est	1950s	1
E07000046	opened_decade_est	1960s	0
E07000046	opened_decade_est	1970s	2
E07000046	opened_decade_est	1980s	2
E07000046	opened_decade_est	1990s	0
E07000046	opened_decade_est	2000s	2
E07000046	opened_decade_est	2010s	0
E07000047	opened_decade_est	1900before	0
E07000047	opened_decade_est	1900s	0
E07000047	opened_decade_est	1910s	0
E07000047	opened_decade_est	1920s	0
E07000047	opened_decade_est	1930s	0
E07000047	opened_decade_est	1940s	0
E07000047	opened_decade_est	1950s	1
E07000047	opened_decade_est	1960s	1
E07000047	opened_decade_est	1970s	2
E07000047	opened_decade_est	1980s	3
E07000047	opened_decade_est	1990s	1
E07000047	opened_decade_est	2000s	1
E07000047	opened_decade_est	2010s	1
E07000061	opened_decade_est	1900before	0
E07000061	opened_decade_est	1900s	0
E07000061	opened_decade_est	1910s	0
E07000061	opened_decade_est	1920s	1
E07000061	opened_decade_est	1930s	2
E07000061	opened_decade_est	1940s	0
E07000061	opened_decade_est	1950s	0
E07000061	opened_decade_est	1960s	0
E07000061	opened_decade_est	1970s	3
E07000061	opened_decade_est	1980s	1
E07000061	opened_decade_est	1990s	0
E07000061	opened_decade_est	2000s	0
E07000061	opened_decade_est	2010s	0
E07000062	opened_decade_est	1900before	1
E07000062	opened_decade_est	1900s	0
E07000062	opened_decade_est	1910s	0
E07000062	opened_decade_est	1920s	0
E07000062	opened_decade_est	1930s	0
E07000062	opened_decade_est	1940s	0
E07000062	opened_decade_est	1950s	1
E07000062	opened_decade_est	1960s	0
E07000062	opened_decade_est	1970s	0
E07000062	opened_decade_est	1980s	1
E07000062	opened_decade_est	1990s	1
E07000062	opened_decade_est	2000s	0
E07000062	opened_decade_est	2010s	2
E07000063	opened_decade_est	1900before	1
E07000063	opened_decade_est	1900s	0
E07000063	opened_decade_est	1910s	0
E07000063	opened_decade_est	1920s	0
E07000063	opened_decade_est	1930s	1
E07000063	opened_decade_est	1940s	0
E07000063	opened_decade_est	1950s	2
E07000063	opened_decade_est	1960s	0
E07000063	opened_decade_est	1970s	3
E07000063	opened_decade_est	1980s	5
E07000063	opened_decade_est	1990s	0
E07000063	opened_decade_est	2000s	0
E07000063	opened_decade_est	2010s	1
E07000064	opened_decade_est	1900before	0
E07000064	opened_decade_est	1900s	0
E07000064	opened_decade_est	1910s	1
E07000064	opened_decade_est	1920s	0
E07000064	opened_decade_est	1930s	1
E07000064	opened_decade_est	1940s	0
E07000064	opened_decade_est	1950s	5
E07000064	opened_decade_est	1960s	0
E07000064	opened_decade_est	1970s	0
E07000064	opened_decade_est	1980s	1
E07000064	opened_decade_est	1990s	3
E07000064	opened_decade_est	2000s	0
E07000064	opened_decade_est	2010s	0
E07000065	opened_decade_est	1900before	1
E07000065	opened_decade_est	1900s	0
E07000065	opened_decade_est	1910s	0
E07000065	opened_decade_est	1920s	0
E07000065	opened_decade_est	1930s	0
E07000065	opened_decade_est	1940s	1
E07000065	opened_decade_est	1950s	1
E07000065	opened_decade_est	1960s	1
E07000065	opened_decade_est	1970s	0
E07000065	opened_decade_est	1980s	5
E07000065	opened_decade_est	1990s	0
E07000065	opened_decade_est	2000s	1
E07000065	opened_decade_est	2010s	0
E07000066	opened_decade_est	1900before	0
E07000066	opened_decade_est	1900s	0
E07000066	opened_decade_est	1910s	0
E07000066	opened_decade_est	1920s	0
E07000066	opened_decade_est	1930s	0
E07000066	opened_decade_est	1940s	0
E07000066	opened_decade_est	1950s	0
E07000066	opened_decade_est	1960s	1
E07000066	opened_decade_est	1970s	0
E07000066	opened_decade_est	1980s	2
E07000066	opened_decade_est	1990s	0
E07000066	opened_decade_est	2000s	0
E07000066	opened_decade_est	2010s	0
E07000067	opened_decade_est	1900before	0
E07000067	opened_decade_est	1900s	0
E07000067	opened_decade_est	1910s	0
E07000067	opened_decade_est	1920s	1
E07000067	opened_decade_est	1930s	0
E07000067	opened_decade_est	1940s	0
E07000067	opened_decade_est	1950s	1
E07000067	opened_decade_est	1960s	1
E07000067	opened_decade_est	1970s	2
E07000067	opened_decade_est	1980s	1
E07000067	opened_decade_est	1990s	4
E07000067	opened_decade_est	2000s	2
E07000067	opened_decade_est	2010s	1
E07000068	opened_decade_est	1900before	0
E07000068	opened_decade_est	1900s	0
E07000068	opened_decade_est	1910s	0
E07000068	opened_decade_est	1920s	0
E07000068	opened_decade_est	1930s	0
E07000068	opened_decade_est	1940s	0
E07000068	opened_decade_est	1950s	0
E07000068	opened_decade_est	1960s	0
E07000068	opened_decade_est	1970s	0
E07000068	opened_decade_est	1980s	1
E07000068	opened_decade_est	1990s	2
E07000068	opened_decade_est	2000s	0
E07000068	opened_decade_est	2010s	0
E07000069	opened_decade_est	1900before	0
E07000069	opened_decade_est	1900s	0
E07000069	opened_decade_est	1910s	0
E07000069	opened_decade_est	1920s	0
E07000069	opened_decade_est	1930s	0
E07000069	opened_decade_est	1940s	0
E07000069	opened_decade_est	1950s	0
E07000069	opened_decade_est	1960s	1
E07000069	opened_decade_est	1970s	2
E07000069	opened_decade_est	1980s	0
E07000069	opened_decade_est	1990s	0
E07000069	opened_decade_est	2000s	0
E07000069	opened_decade_est	2010s	1
E07000070	opened_decade_est	1900before	1
E07000070	opened_decade_est	1900s	0
E07000070	opened_decade_est	1910s	0
E07000070	opened_decade_est	1920s	0
E07000070	opened_decade_est	1930s	1
E07000070	opened_decade_est	1940s	0
E07000070	opened_decade_est	1950s	0
E07000070	opened_decade_est	1960s	1
E07000070	opened_decade_est	1970s	0
E07000070	opened_decade_est	1980s	2
E07000070	opened_decade_est	1990s	1
E07000070	opened_decade_est	2000s	1
E07000070	opened_decade_est	2010s	0
E07000071	opened_decade_est	1900before	1
E07000071	opened_decade_est	1900s	0
E07000071	opened_decade_est	1910s	0
E07000071	opened_decade_est	1920s	2
E07000071	opened_decade_est	1930s	0
E07000071	opened_decade_est	1940s	0
E07000071	opened_decade_est	1950s	1
E07000071	opened_decade_est	1960s	2
E07000071	opened_decade_est	1970s	1
E07000071	opened_decade_est	1980s	2
E07000071	opened_decade_est	1990s	1
E07000071	opened_decade_est	2000s	0
E07000071	opened_decade_est	2010s	1
E07000072	opened_decade_est	1900before	0
E07000072	opened_decade_est	1900s	0
E07000072	opened_decade_est	1910s	0
E07000072	opened_decade_est	1920s	0
E07000072	opened_decade_est	1930s	0
E07000072	opened_decade_est	1940s	0
E07000072	opened_decade_est	1950s	0
E07000072	opened_decade_est	1960s	0
E07000072	opened_decade_est	1970s	0
E07000072	opened_decade_est	1980s	1
E07000072	opened_decade_est	1990s	1
E07000072	opened_decade_est	2000s	2
E07000072	opened_decade_est	2010s	0
E07000073	opened_decade_est	1900before	0
E07000073	opened_decade_est	1900s	0
E07000073	opened_decade_est	1910s	0
E07000073	opened_decade_est	1920s	0
E07000073	opened_decade_est	1930s	0
E07000073	opened_decade_est	1940s	0
E07000073	opened_decade_est	1950s	0
E07000073	opened_decade_est	1960s	0
E07000073	opened_decade_est	1970s	1
E07000073	opened_decade_est	1980s	0
E07000073	opened_decade_est	1990s	0
E07000073	opened_decade_est	2000s	1
E07000073	opened_decade_est	2010s	0
E07000074	opened_decade_est	1900before	0
E07000074	opened_decade_est	1900s	0
E07000074	opened_decade_est	1910s	0
E07000074	opened_decade_est	1920s	1
E07000074	opened_decade_est	1930s	0
E07000074	opened_decade_est	1940s	0
E07000074	opened_decade_est	1950s	0
E07000074	opened_decade_est	1960s	0
E07000074	opened_decade_est	1970s	0
E07000074	opened_decade_est	1980s	2
E07000074	opened_decade_est	1990s	2
E07000074	opened_decade_est	2000s	2
E07000074	opened_decade_est	2010s	0
E07000075	opened_decade_est	1900before	0
E07000075	opened_decade_est	1900s	0
E07000075	opened_decade_est	1910s	0
E07000075	opened_decade_est	1920s	0
E07000075	opened_decade_est	1930s	0
E07000075	opened_decade_est	1940s	0
E07000075	opened_decade_est	1950s	0
E07000075	opened_decade_est	1960s	0
E07000075	opened_decade_est	1970s	0
E07000075	opened_decade_est	1980s	1
E07000075	opened_decade_est	1990s	0
E07000075	opened_decade_est	2000s	0
E07000075	opened_decade_est	2010s	1
E07000076	opened_decade_est	1900before	0
E07000076	opened_decade_est	1900s	0
E07000076	opened_decade_est	1910s	0
E07000076	opened_decade_est	1920s	0
E07000076	opened_decade_est	1930s	0
E07000076	opened_decade_est	1940s	0
E07000076	opened_decade_est	1950s	0
E07000076	opened_decade_est	1960s	1
E07000076	opened_decade_est	1970s	0
E07000076	opened_decade_est	1980s	5
E07000076	opened_decade_est	1990s	1
E07000076	opened_decade_est	2000s	0
E07000076	opened_decade_est	2010s	1
E07000077	opened_decade_est	1900before	1
E07000077	opened_decade_est	1900s	0
E07000077	opened_decade_est	1910s	0
E07000077	opened_decade_est	1920s	0
E07000077	opened_decade_est	1930s	0
E07000077	opened_decade_est	1940s	0
E07000077	opened_decade_est	1950s	1
E07000077	opened_decade_est	1960s	1
E07000077	opened_decade_est	1970s	0
E07000077	opened_decade_est	1980s	3
E07000077	opened_decade_est	1990s	2
E07000077	opened_decade_est	2000s	1
E07000077	opened_decade_est	2010s	0
E07000078	opened_decade_est	1900before	1
E07000078	opened_decade_est	1900s	0
E07000078	opened_decade_est	1910s	0
E07000078	opened_decade_est	1920s	0
E07000078	opened_decade_est	1930s	0
E07000078	opened_decade_est	1940s	0
E07000078	opened_decade_est	1950s	0
E07000078	opened_decade_est	1960s	0
E07000078	opened_decade_est	1970s	1
E07000078	opened_decade_est	1980s	0
E07000078	opened_decade_est	1990s	0
E07000078	opened_decade_est	2000s	0
E07000078	opened_decade_est	2010s	0
E07000079	opened_decade_est	1900before	0
E07000079	opened_decade_est	1900s	0
E07000079	opened_decade_est	1910s	0
E07000079	opened_decade_est	1920s	1
E07000079	opened_decade_est	1930s	1
E07000079	opened_decade_est	1940s	0
E07000079	opened_decade_est	1950s	0
E07000079	opened_decade_est	1960s	0
E07000079	opened_decade_est	1970s	1
E07000079	opened_decade_est	1980s	7
E07000079	opened_decade_est	1990s	1
E07000079	opened_decade_est	2000s	1
E07000079	opened_decade_est	2010s	0
E07000080	opened_decade_est	1900before	0
E07000080	opened_decade_est	1900s	0
E07000080	opened_decade_est	1910s	0
E07000080	opened_decade_est	1920s	0
E07000080	opened_decade_est	1930s	0
E07000080	opened_decade_est	1940s	0
E07000080	opened_decade_est	1950s	0
E07000080	opened_decade_est	1960s	1
E07000080	opened_decade_est	1970s	1
E07000080	opened_decade_est	1980s	2
E07000080	opened_decade_est	1990s	2
E07000080	opened_decade_est	2000s	0
E07000080	opened_decade_est	2010s	0
E07000081	opened_decade_est	1900before	1
E07000081	opened_decade_est	1900s	0
E07000081	opened_decade_est	1910s	0
E07000081	opened_decade_est	1920s	1
E07000081	opened_decade_est	1930s	1
E07000081	opened_decade_est	1940s	0
E07000081	opened_decade_est	1950s	0
E07000081	opened_decade_est	1960s	0
E07000081	opened_decade_est	1970s	0
E07000081	opened_decade_est	1980s	1
E07000081	opened_decade_est	1990s	0
E07000081	opened_decade_est	2000s	0
E07000081	opened_decade_est	2010s	0
E07000082	opened_decade_est	1900before	1
E07000082	opened_decade_est	1900s	0
E07000082	opened_decade_est	1910s	0
E07000082	opened_decade_est	1920s	0
E07000082	opened_decade_est	1930s	1
E07000082	opened_decade_est	1940s	0
E07000082	opened_decade_est	1950s	1
E07000082	opened_decade_est	1960s	1
E07000082	opened_decade_est	1970s	0
E07000082	opened_decade_est	1980s	2
E07000082	opened_decade_est	1990s	0
E07000082	opened_decade_est	2000s	2
E07000082	opened_decade_est	2010s	0
E07000083	opened_decade_est	1900before	0
E07000083	opened_decade_est	1900s	0
E07000083	opened_decade_est	1910s	0
E07000083	opened_decade_est	1920s	2
E07000083	opened_decade_est	1930s	0
E07000083	opened_decade_est	1940s	0
E07000083	opened_decade_est	1950s	2
E07000083	opened_decade_est	1960s	1
E07000083	opened_decade_est	1970s	0
E07000083	opened_decade_est	1980s	5
E07000083	opened_decade_est	1990s	1
E07000083	opened_decade_est	2000s	1
E07000083	opened_decade_est	2010s	1
E07000084	opened_decade_est	1900before	0
E07000084	opened_decade_est	1900s	0
E07000084	opened_decade_est	1910s	0
E07000084	opened_decade_est	1920s	0
E07000084	opened_decade_est	1930s	1
E07000084	opened_decade_est	1940s	0
E07000084	opened_decade_est	1950s	1
E07000084	opened_decade_est	1960s	0
E07000084	opened_decade_est	1970s	1
E07000084	opened_decade_est	1980s	2
E07000084	opened_decade_est	1990s	1
E07000084	opened_decade_est	2000s	1
E07000084	opened_decade_est	2010s	0
E07000085	opened_decade_est	1900before	1
E07000085	opened_decade_est	1900s	0
E07000085	opened_decade_est	1910s	0
E07000085	opened_decade_est	1920s	0
E07000085	opened_decade_est	1930s	0
E07000085	opened_decade_est	1940s	1
E07000085	opened_decade_est	1950s	1
E07000085	opened_decade_est	1960s	1
E07000085	opened_decade_est	1970s	1
E07000085	opened_decade_est	1980s	0
E07000085	opened_decade_est	1990s	1
E07000085	opened_decade_est	2000s	0
E07000085	opened_decade_est	2010s	1
E07000086	opened_decade_est	1900before	0
E07000086	opened_decade_est	1900s	0
E07000086	opened_decade_est	1910s	0
E07000086	opened_decade_est	1920s	0
E07000086	opened_decade_est	1930s	0
E07000086	opened_decade_est	1940s	0
E07000086	opened_decade_est	1950s	0
E07000086	opened_decade_est	1960s	0
E07000086	opened_decade_est	1970s	0
E07000086	opened_decade_est	1980s	1
E07000086	opened_decade_est	1990s	1
E07000086	opened_decade_est	2000s	0
E07000086	opened_decade_est	2010s	0
E07000087	opened_decade_est	1900before	0
E07000087	opened_decade_est	1900s	0
E07000087	opened_decade_est	1910s	0
E07000087	opened_decade_est	1920s	0
E07000087	opened_decade_est	1930s	0
E07000087	opened_decade_est	1940s	0
E07000087	opened_decade_est	1950s	0
E07000087	opened_decade_est	1960s	0
E07000087	opened_decade_est	1970s	0
E07000087	opened_decade_est	1980s	0
E07000087	opened_decade_est	1990s	2
E07000087	opened_decade_est	2000s	0
E07000087	opened_decade_est	2010s	1
E07000088	opened_decade_est	1900before	0
E07000088	opened_decade_est	1900s	0
E07000088	opened_decade_est	1910s	0
E07000088	opened_decade_est	1920s	0
E07000088	opened_decade_est	1930s	0
E07000088	opened_decade_est	1940s	0
E07000088	opened_decade_est	1950s	0
E07000088	opened_decade_est	1960s	1
E07000088	opened_decade_est	1970s	0
E07000088	opened_decade_est	1980s	3
E07000088	opened_decade_est	1990s	1
E07000088	opened_decade_est	2000s	1
E07000088	opened_decade_est	2010s	1
E07000089	opened_decade_est	1900before	0
E07000089	opened_decade_est	1900s	0
E07000089	opened_decade_est	1910s	0
E07000089	opened_decade_est	1920s	0
E07000089	opened_decade_est	1930s	0
E07000089	opened_decade_est	1940s	0
E07000089	opened_decade_est	1950s	0
E07000089	opened_decade_est	1960s	0
E07000089	opened_decade_est	1970s	0
E07000089	opened_decade_est	1980s	0
E07000089	opened_decade_est	1990s	0
E07000089	opened_decade_est	2000s	0
E07000089	opened_decade_est	2010s	0
E07000090	opened_decade_est	1900before	0
E07000090	opened_decade_est	1900s	0
E07000090	opened_decade_est	1910s	0
E07000090	opened_decade_est	1920s	0
E07000090	opened_decade_est	1930s	0
E07000090	opened_decade_est	1940s	0
E07000090	opened_decade_est	1950s	0
E07000090	opened_decade_est	1960s	0
E07000090	opened_decade_est	1970s	1
E07000090	opened_decade_est	1980s	1
E07000090	opened_decade_est	1990s	0
E07000090	opened_decade_est	2000s	0
E07000090	opened_decade_est	2010s	0
E07000091	opened_decade_est	1900before	0
E07000091	opened_decade_est	1900s	1
E07000091	opened_decade_est	1910s	0
E07000091	opened_decade_est	1920s	0
E07000091	opened_decade_est	1930s	0
E07000091	opened_decade_est	1940s	0
E07000091	opened_decade_est	1950s	1
E07000091	opened_decade_est	1960s	2
E07000091	opened_decade_est	1970s	3
E07000091	opened_decade_est	1980s	2
E07000091	opened_decade_est	1990s	2
E07000091	opened_decade_est	2000s	0
E07000091	opened_decade_est	2010s	0
E07000092	opened_decade_est	1900before	0
E07000092	opened_decade_est	1900s	0
E07000092	opened_decade_est	1910s	0
E07000092	opened_decade_est	1920s	0
E07000092	opened_decade_est	1930s	0
E07000092	opened_decade_est	1940s	0
E07000092	opened_decade_est	1950s	0
E07000092	opened_decade_est	1960s	2
E07000092	opened_decade_est	1970s	0
E07000092	opened_decade_est	1980s	1
E07000092	opened_decade_est	1990s	0
E07000092	opened_decade_est	2000s	1
E07000092	opened_decade_est	2010s	0
E07000093	opened_decade_est	1900before	0
E07000093	opened_decade_est	1900s	0
E07000093	opened_decade_est	1910s	0
E07000093	opened_decade_est	1920s	1
E07000093	opened_decade_est	1930s	0
E07000093	opened_decade_est	1940s	1
E07000093	opened_decade_est	1950s	1
E07000093	opened_decade_est	1960s	1
E07000093	opened_decade_est	1970s	1
E07000093	opened_decade_est	1980s	2
E07000093	opened_decade_est	1990s	0
E07000093	opened_decade_est	2000s	0
E07000093	opened_decade_est	2010s	0
E07000094	opened_decade_est	1900before	2
E07000094	opened_decade_est	1900s	0
E07000094	opened_decade_est	1910s	0
E07000094	opened_decade_est	1920s	0
E07000094	opened_decade_est	1930s	1
E07000094	opened_decade_est	1940s	0
E07000094	opened_decade_est	1950s	1
E07000094	opened_decade_est	1960s	1
E07000094	opened_decade_est	1970s	5
E07000094	opened_decade_est	1980s	5
E07000094	opened_decade_est	1990s	2
E07000094	opened_decade_est	2000s	1
E07000094	opened_decade_est	2010s	1
E07000095	opened_decade_est	1900before	0
E07000095	opened_decade_est	1900s	0
E07000095	opened_decade_est	1910s	0
E07000095	opened_decade_est	1920s	0
E07000095	opened_decade_est	1930s	0
E07000095	opened_decade_est	1940s	0
E07000095	opened_decade_est	1950s	0
E07000095	opened_decade_est	1960s	0
E07000095	opened_decade_est	1970s	0
E07000095	opened_decade_est	1980s	1
E07000095	opened_decade_est	1990s	0
E07000095	opened_decade_est	2000s	0
E07000095	opened_decade_est	2010s	0
E07000096	opened_decade_est	1900before	0
E07000096	opened_decade_est	1900s	0
E07000096	opened_decade_est	1910s	0
